,lag=20,lag=40,lag=60,lag=80,lag=100
n=20,9.569674869649713,15.407611557901351,18.892129739370915,22.467882241874563,
n=40,16.678118049724493,20.243479577420345,18.101259877583164,20.57170866490755,
n=60,19.966435319377066,16.813687716428884,19.783656606653636,22.046885529915293,
n=80,18.37763038117234,17.639529414031024,20.541805575690322,22.87555601803343,
n=100,19.091184120419165,18.006038755976043,20.93827350405466,21.325851734399148,
