,lag=20,lag=40,lag=60,lag=80,lag=100
n=20,4.868324579437961,7.638937170723614,9.614974560753513,11.351259640217153,
n=40,7.428525827542083,10.54136723661168,12.633088905867956,14.385027255700718,
n=60,8.404939171641914,11.550788846907835,13.617102729146648,14.199754027044028,
n=80,8.841589595454526,11.944255449221437,13.960046364927372,14.62200926050313,
n=100,9.015634319578648,12.140878579990261,14.180505460112855,14.787169081548921,
